"OTU","Sample","Abundance","diet","site","subject_id","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Genus_plot"
"2974251","SRR8146971",0.584821191669601,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","g__Segatella"
"239759","SRR8146974",0.503131039205885,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","g__Alistipes"
"2974251","SRR8146969",0.303178714386626,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","g__Segatella"
"239759","SRR8146973",0.286072134671862,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","g__Alistipes"
"2974251","SRR8146976",0.274803216437932,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","g__Segatella"
"239759","SRR8146963",0.264135368328546,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","g__Alistipes"
"239759","SRR8146969",0.246542657562201,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","g__Alistipes"
"239934","SRR8146974",0.238128225009741,"vegan","Turin","VOV113","k__","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","g__Akkermansia"
"816","SRR8146963",0.199166393623749,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides"
"216851","SRR8146973",0.182278570103205,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Faecalibacterium","g__Faecalibacterium"
"239934","SRR8146963",0.164115302849044,"vegan","Turin","VOV56","k__","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","g__Akkermansia"
"216851","SRR8146969",0.152450749548701,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Faecalibacterium","g__Faecalibacterium"
"816","SRR8146973",0.147414118535296,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides"
"816","SRR8146976",0.141252403287291,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides"
"1678","SRR8146973",0.139448208790013,"vegan","Turin","VOV114","k__","p__Actinomycetota","c__Actinomycetes","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium"
"239759","SRR8146976",0.130343969916932,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","g__Alistipes"
"909656","SRR8146963",0.12810665691332,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","g__Phocaeicola"
"909656","SRR8146969",0.103200298249745,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","g__Phocaeicola"
"216851","SRR8146971",0.100485312775883,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Faecalibacterium","g__Faecalibacterium"
"216851","SRR8146976",0.0989065734750888,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Faecalibacterium","g__Faecalibacterium"
"216851","SRR8146963",0.0978687412848511,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Faecalibacterium","g__Faecalibacterium"
"33024","SRR8146976",0.0833631630028452,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","Other"
"1678","SRR8146974",0.0784471934789368,"vegan","Turin","VOV113","k__","p__Actinomycetota","c__Actinomycetes","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium"
"570","SRR8146971",0.0737159231797153,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","Other"
"216851","SRR8146974",0.0699495019069623,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Faecalibacterium","g__Faecalibacterium"
"1678","SRR8146976",0.046464169339036,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Actinomycetes","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium"
"816","SRR8146969",0.0427792167019857,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides"
"1766253","SRR8146973",0.0408532800993019,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","g__Agathobacter"
"816","SRR8146974",0.040748772971122,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides"
"375288","SRR8146976",0.0406150939357819,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","Other"
"40544","SRR8146971",0.0320566937946538,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","Other"
"2172004","SRR8146963",0.0281348501819863,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Lawsonibacter","Other"
"909656","SRR8146973",0.0275799630177042,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","g__Phocaeicola"
"904","SRR8146976",0.0263927995483111,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","Other"
"239934","SRR8146969",0.0254826936661173,"omnivore","Turin","VOV39","k__","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","g__Akkermansia"
"375288","SRR8146973",0.0239937040520567,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","Other"
"1678","SRR8146971",0.0217160582568298,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Actinomycetes","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium"
"1766253","SRR8146971",0.0210672056886762,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","g__Agathobacter"
"568","SRR8146971",0.0209876066747391,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Hafniaceae","g__Hafnia","Other"
"239934","SRR8146973",0.0205706022739633,"vegan","Turin","VOV114","k__","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","g__Akkermansia"
"1766253","SRR8146969",0.0192076760065929,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","g__Agathobacter"
"459786","SRR8146963",0.0190317263170193,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Oscillibacter","Other"
"909656","SRR8146971",0.0176565085460396,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","g__Phocaeicola"
"239759","SRR8146971",0.0159559841573841,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","g__Alistipes"
"1766253","SRR8146976",0.0159308886535318,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","g__Agathobacter"
"544","SRR8146971",0.0148729551495738,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Citrobacter","Other"
"397864","SRR8146976",0.0130045058177081,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Barnesiella","Other"
"102106","SRR8146976",0.0123033548229963,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","Other"
"283168","SRR8146976",0.0119232571784946,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Odoribacter","Other"
"33024","SRR8146969",0.0117808649242603,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","Other"
"2591381","SRR8146963",0.011246828257275,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Dysosmobacter","Other"
"375288","SRR8146963",0.01099029491175,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","Other"
"2172004","SRR8146973",0.0108803449974727,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Lawsonibacter","Other"
"561","SRR8146969",0.0102229024409387,"omnivore","Turin","VOV39","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","Other"
"909656","SRR8146976",0.0102183531808268,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","g__Phocaeicola"
"841","SRR8146973",0.0100869531834847,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","Other"
"35832","SRR8146969",0.0100796640766031,"omnivore","Turin","VOV39","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","Other"
"572511","SRR8146976",0.0099563441249082,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","Other"
"35832","SRR8146963",0.00944601497037167,"vegan","Turin","VOV56","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","Other"
"1263","SRR8146963",0.00868403473613895,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","Other"
"1263","SRR8146971",0.00849538566928298,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","Other"
"1350","SRR8146973",0.00848417375280726,"vegan","Turin","VOV114","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","Other"
"577309","SRR8146973",0.0084425846657837,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Paraprevotella","Other"
"1905344","SRR8146963",0.00836908290598942,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","Other"
"2591381","SRR8146973",0.00835940649173657,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Dysosmobacter","Other"
"375288","SRR8146971",0.00833618764140885,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","Other"
"102106","SRR8146974",0.00832057433216961,"vegan","Turin","VOV113","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","Other"
"872","SRR8146976",0.00825144012724045,"omnivore","Turin","VOV70","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","Other"
"906","SRR8146971",0.00813839615223191,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Negativicutes","o__Veillonellales","f__Veillonellaceae","g__Megasphaera","Other"
"1392389","SRR8146963",0.00791189476544978,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Intestinimonas","Other"
"816","SRR8146971",0.00780793963982652,"omnivore","Turin","VOV28","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","g__Bacteroides"
"1905344","SRR8146973",0.00763639620963459,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","Other"
"459786","SRR8146976",0.00760195289003369,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Oscillibacter","Other"
"2172004","SRR8146976",0.0073657757128676,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Lawsonibacter","Other"
"2892396","SRR8146971",0.0072531586335985,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Vescimonas","Other"
"3342669","SRR8146973",0.00701575906482139,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Eshraghiella","Other"
"1905344","SRR8146974",0.00691938016837946,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","Other"
"841","SRR8146969",0.00679695471313084,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","Other"
"946234","SRR8146973",0.00668624552917314,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flavonifractor","Other"
"2172004","SRR8146969",0.00666941370379091,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Lawsonibacter","Other"
"375288","SRR8146969",0.00655757004944667,"omnivore","Turin","VOV39","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","Other"
"2944193","SRR8146973",0.00638872359892764,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Simiaoa","Other"
"574697","SRR8146976",0.00631404922079983,"omnivore","Turin","VOV70","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Butyricimonas","Other"
"2892396","SRR8146973",0.00606880754490022,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Vescimonas","Other"
"459786","SRR8146973",0.00597923104977254,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Oscillibacter","Other"
"841","SRR8146976",0.00594871264987103,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","Other"
"572511","SRR8146971",0.00592409630998268,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","Other"
"841","SRR8146963",0.00590534681530361,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","Other"
"397864","SRR8146973",0.00587685791248376,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Barnesiella","Other"
"1905344","SRR8146969",0.00583352955027078,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruthenibacterium","Other"
"2172004","SRR8146971",0.00518117217990342,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Lawsonibacter","Other"
"2892396","SRR8146974",0.0049986421011615,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Vescimonas","Other"
"547","SRR8146971",0.00499785323871503,"omnivore","Turin","VOV28","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Enterobacter","Other"
"946234","SRR8146963",0.00494017185194216,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flavonifractor","Other"
"841","SRR8146974",0.00492385926657719,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","Other"
"375288","SRR8146974",0.00491598738925253,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","Other"
"33042","SRR8146976",0.00474568515368123,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","Other"
"1392389","SRR8146969",0.00462875755435209,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Intestinimonas","Other"
"2944193","SRR8146974",0.00446729038174669,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Simiaoa","Other"
"2974251","SRR8146973",0.00432206588991049,"vegan","Turin","VOV114","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","g__Segatella"
"904","SRR8146971",0.00426940165662433,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","Other"
"572511","SRR8146969",0.00415783690448159,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","Other"
"2892396","SRR8146976",0.0040113217434304,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Vescimonas","Other"
"189330","SRR8146976",0.00400025093825074,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea","Other"
"33042","SRR8146971",0.00399201115351032,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","Other"
"2892396","SRR8146963",0.003888639128701,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Vescimonas","Other"
"102106","SRR8146971",0.00374115365504199,"omnivore","Turin","VOV28","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","Other"
"2892397","SRR8146973",0.00370462790563756,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pusillibacter","Other"
"946234","SRR8146976",0.00367550731964736,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flavonifractor","Other"
"397864","SRR8146963",0.00363464571729009,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Barnesiellaceae","g__Barnesiella","Other"
"102106","SRR8146963",0.00361432624437722,"vegan","Turin","VOV56","k__","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","Other"
"33042","SRR8146969",0.0035829212777647,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus","Other"
"561","SRR8146976",0.00355372846267109,"omnivore","Turin","VOV70","k__","p__Pseudomonadota","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Escherichia","Other"
"2944152","SRR8146969",0.00354367789027549,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Wujia","Other"
"2591381","SRR8146969",0.00345734243779923,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Dysosmobacter","Other"
"1350","SRR8146976",0.00337659557979652,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Enterococcaceae","g__Enterococcus","Other"
"33024","SRR8146973",0.00320555886135478,"vegan","Turin","VOV114","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","Other"
"2944152","SRR8146976",0.00311089625548466,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Wujia","Other"
"909656","SRR8146974",0.00307003215661887,"vegan","Turin","VOV113","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","g__Phocaeicola"
"283168","SRR8146963",0.0030479209369309,"vegan","Turin","VOV56","k__","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Odoribacteraceae","g__Odoribacter","Other"
"1392389","SRR8146973",0.00302000755001887,"vegan","Turin","VOV114","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Intestinimonas","Other"
"2591381","SRR8146974",0.0029873774447099,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Dysosmobacter","Other"
"1678","SRR8146969",0.00295895141668629,"omnivore","Turin","VOV39","k__","p__Actinomycetota","c__Actinomycetes","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium","g__Bifidobacterium"
"40544","SRR8146973",0.0029176344127301,"vegan","Turin","VOV114","k__","p__Pseudomonadota","c__Betaproteobacteria","o__Burkholderiales","f__Sutterellaceae","g__Sutterella","Other"
"1263","SRR8146976",0.00283781639438636,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Ruminococcus","Other"
"946234","SRR8146969",0.00283337257672082,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flavonifractor","Other"
"2892397","SRR8146971",0.00282697104043147,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pusillibacter","Other"
"904","SRR8146974",0.0028141961435673,"vegan","Turin","VOV113","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Acidaminococcus","Other"
"1766253","SRR8146963",0.00280154732786232,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","g__Agathobacter"
"946234","SRR8146971",0.00277149293980867,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Flavonifractor","Other"
"459786","SRR8146969",0.00267836119613845,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Oscillibacter","Other"
"33024","SRR8146971",0.00267500928655163,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Negativicutes","o__Acidaminococcales","f__Acidaminococcaceae","g__Phascolarctobacterium","Other"
"35832","SRR8146974",0.00264495078108703,"vegan","Turin","VOV113","k__","p__Thermodesulfobacteriota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","Other"
"2944193","SRR8146971",0.00255922890264317,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Simiaoa","Other"
"2892397","SRR8146969",0.00251157679930932,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pusillibacter","Other"
"2892396","SRR8146969",0.00247429558119457,"omnivore","Turin","VOV39","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Vescimonas","Other"
"2892397","SRR8146963",0.00246627602479992,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pusillibacter","Other"
"9605","SRR8146969",0.00241543049996076,"omnivore","Turin","VOV39","k__","p__Chordata","c__Mammalia","o__Primates","f__Hominidae","g__Homo","Other"
"2591381","SRR8146976",0.00225844425665079,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Dysosmobacter","Other"
"2942993","SRR8146969",0.00223687308688486,"omnivore","Turin","VOV39","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Blohavirus","Other"
"2591381","SRR8146971",0.00216364592428928,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Dysosmobacter","Other"
"2892397","SRR8146976",0.00214773620485418,"omnivore","Turin","VOV70","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pusillibacter","Other"
"447020","SRR8146976",0.00207762110538299,"omnivore","Turin","VOV70","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Adlercreutzia","Other"
"1766253","SRR8146974",0.0020742396750489,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Agathobacter","g__Agathobacter"
"2948652","SRR8146973",0.00201227197983249,"vegan","Turin","VOV114","k__","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","Other"
"2892397","SRR8146974",0.00197584120849061,"vegan","Turin","VOV113","k__","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Oscillospiraceae","g__Pusillibacter","Other"
"28050","SRR8146963",0.00185923177152785,"vegan","Turin","VOV56","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Lachnospira","Other"
"447020","SRR8146974",0.00179872396868567,"vegan","Turin","VOV113","k__","p__Actinomycetota","c__Coriobacteriia","o__Eggerthellales","f__Eggerthellaceae","g__Adlercreutzia","Other"
"189330","SRR8146971",0.00178253549392394,"omnivore","Turin","VOV28","k__","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea","Other"
